Name	Time	Comment
Sofia Chaudry	2021-09-21T03:54:00Z	I am a big fan of your work and I am in full agreement with you regarding nested interpretation. I think you would agree that this channel is not for blind followers. We are all on critical thinking approach. I have few questions regarding the concept of Jinn. 1- If we consider Jinn is not a different entity, instead we humans are Naas or Jinn depending upon the what/who do we follow, then how do we explain , Surah Rehman Ayat 14-15. (I am sure you have considered them in the nested interpretation and you may explain at some stage later). 2- If we consider these above mentioned Ayats of creation by SALSAAL AND FIRE are in metaphorical sense, then it is a BIG SHAKE to believe. How do we justify/believe 'what is metaphorical and what is real in Quran'? 3- Considering so, some of the Ayats are metaphorical or some stories are theatrical, it seems this book is very difficult for an ordinary minded person. The one with high intelligence, too much wisdom from Allah, and spending a lot of time on Quran may be able to understand. But not the majority. Masses of the people CAN NOT spend that long time to understand the Quran. That refers this book is not for masses to understand. How does that work?
Believer One	2021-09-21T02:54:47Z	With all due respect sir, you are just twisting everything , adding meanings and looking for things that are not even there.....Quran is very clear in its meaning and its message but you are really twisting completely and trying to find things that are not there.
Mohamed Uvaish	2021-09-21T02:26:02Z	@Marvelous Quran: based on this video, how do you explain the last Ayat of surah An-Nas: مِنَ ٱلْجِنَّةِ وَٱلنَّاسِ, why Jiinn and Mankind are separated here.
Ajeeb believer	2021-09-21T00:30:47Z	I really appreciate Dr. Hany's effort to explain it in a different way. And lots of it make sense but I think he is also making some mistakes. Just as the old translations have many unanswered questions so does Dr. Hany's explanations. But I appreciate his effort. Jazzk Allah Dr. Hany.
BOBA BORU	2021-09-20T22:41:03Z	Assalam aleykum Dr Hanny. Kindly elaborate on 48: 18 using your nested interpretation. Shajara is the word. Assalam aleykum.
IronWater	2021-09-20T21:00:49Z	"Audhu billahi minash shaitan nir rajim. Bismillahi rahmani rahim. As salamu alaikum @Dr Hany, I am a new subscriber and came by coincidence to your channel a few days ago , it was an interesting video and started to watch some others, I said let's give it a try and decided to whatch all your videos from the beginning and read through the comments and it came the newest one. I always try and seek the truth and in some or in another way my questions becomes answered, never in my life made any comment on you tube. I have no clue about Arabic language, yet you're claiming that the Quran it's not all in Arabic, but you are translating it from Arabic?!? how comes that you referring to the methodology ""Ibrahim locution"" yet you are using some hieroglyph piktogramm (""in other videos to prove your translation and saying that there are also other ways"") , BTW who defined that locution?!? And now you presented us a book!?! translated a word in many other meanings! dose that means we can peak an choose any meaning that we want without locution?!? we know that Quran is for all times and a translation is the meaning of the translator and not the meaning of the spoken word in the Quran, you simply saying to throw everything in garbage (""empty your cup""), what when another you comes after 1400y and says ""empty your cup everything you know is wrong???"". Englisch is not my mother language, I may be not so good expressing myself in English but still trying to write English, how comes that My beloved Prophet and Messenger PBUH didn't explain (""tafsir"") Quran!!! did ALLAH SWT gave him Quran and said, now deal with it?!!! how comes that suddenly he did know how to write and read, where are the accusations from his enemies in his time as we know that he dealt with Jewish, christians and polytheist people??? how could he dealt with them and explain to them things??? how did Islam spread so quickly ??? how did the companions survive and were not betrayed from the King in Abyssinia??? how did Heraclius understand the letter as he questioned Abu Suffian??? what about Surah Ar Rahman and many others Surah's!?! what about the other verses in Quran where ALLAH SWT explains the conversation with Iblis on the day of judgement??? how did my beloved Prohet and Messenger PBUH explain and prescribe Jerusalem to the polytheist's, the claim, when he was in the night jurney??? ect You are presenting your translation (tafsir) on YouTube to not Academics! in hope waiting for Academics to engage with you, waiting answers and ideas from not Academics for further research, and you don't like the way how some of us are writing to you as I can read in some comments. Why are you presenting to us blurry pieces of the puzzle? why not presenting the whole translation!?! why don't you present your research, translation (tafsir) in Mecca and Medina? why you don't engage directly with the Academics but waiting them to engage with you???. As someone who criticize you should be very aware that you will be criticized (me to), I hope you will understand what I'm trying to say, I think I gave you many useful ideas, for sure you may delete this whole statement and of course it's only my opinion, at the end, my response is the same as Abu Bakr's response to Meccan's when my beloved Prophet and Messenger claimed that he was in the night journey, and my response for the Quran is the same as my beloved Prophet and Messenger PBUH responded to the Jewish rabies when they brought the Torah scroll in front of him. From a simple sincere beliver who tries to please ALLAH and seek the truth. All praise and worship belongs to ALLAH, may ALLAH have mercy and guide me in the right path and all those who strive to go the right path, Ameen"
Suleman Qamar	2021-09-20T20:15:52Z	Sorry, I won't believe all the information that you provided in this video, illogical, where is methodology? And surah JINN, please read it with empty Cup or glass and true mind and open heart. JAZAKAallahh, may all put his blessings on all ADAMS
Engine Jedi	2021-09-20T20:12:58Z	Hello mr Hany, loved it, amazing, i mean wowww, where are we really, what is really going on? What we believe in really? If what you tell is our religion, than what were we believing untill now? And if we include what you still have not told us, i mean i believed in black magic like 100 %
Suleman Qamar	2021-09-20T20:11:48Z	Salaam everyone, if jinn and humans are same, why Al quran addressed in Surah RAHMAAN, OO GROUP OF JINN AND MAN..?
Tabrez Gangee	2021-09-20T19:50:13Z	"As Salaam U Alaykum Dr Hany, thank you for this wonderful lecture, so many things to learn, i'm loving it. Please can you clarify these points for me. Thanks. 1. What is the difference between Zawj & Imraah (As in Surah 111:4 & 29:32). Before this lecture i thought both were synonymous meaning ""wife"" and that the term Imraah was always associated with ""bad"" wife, as the wife of Lut AS. If Zawj means Counterpart, does Imraah also means the same? 2. According to the Quran, As human beings are we the only ones Allah created with free will? 3. In light of this lecture, am i right to say that, in computer terminology that Iblees is a sub-program in our system required to perform a specific sets of instructions given by Allah. And as such it is not ""classified"" as a creature by definition in itself (like the animals, humans, angels)? 4. If the answer to the question No. 3 is true, then why (am asking for the sake of learning, not questioning Allah) has Allah constructed the verse ""when We said to the angels, “Prostrate before Adam”; so they prostrated, except for Iblees"" as if the Angels and Iblees were two creatures one opposing and one accepting instructions when in reality, Iblees is just a set of instructions embedded in our nafs? May Allah give you strength to continue and health in abundance. Ameen"
Safety	2021-09-20T18:50:49Z	When we understand that Allah already knew how Iblis and Melaika would respond to His command, then perhaps we will realize that what Allah says is for us to understand His plan.
Shairs Ko	2021-09-20T17:32:52Z	Do any other academics accept your research? If not why not? Because I’m seeing totally revolutionary ideas coming from you!
Tuwan Mashaikah	2021-09-20T17:19:02Z	Use the HADITH and IJMAH and QURAN itself to explain the verses of the quran instead of your LOGICAL human intellect..Avoid falling into deep misguidance..May Allah have mercy on us to guide us in a straight path..!!!
Wajid Ali	2021-09-20T16:41:12Z	Excellent explanation
marionjah2	2021-09-20T16:05:53Z	This is really a Heavy duty Serial…But Alhamdullilah I learn so very much…it opens up to so many ambiguity about iblis….dr Hany in surah Al Falaq does “GHASIQIN IZA WAQAB” refers to creeping of iblis on humans caught unaware….
muse aweys	2021-09-20T15:19:55Z	Good stuff
Mike Pasigan	2021-09-20T15:08:46Z	How about chapter 51 ayat 56?
Falonchi Pismadonchi	2021-09-20T14:55:11Z	I mean I didn't get what he is saying There are groups of jins, there is tons of hadis about it which is most of them are sahih
Tariq Alam	2021-09-20T14:46:42Z	"Dear Brother Hanny, Thank you very much for your contribution to extract insights from Al-Quran in order for us to understand, practice and get close to Allah swt. May Allah swt reward and bless you. Here, I like to put some of my humble opinions for your review - 1. Historically, there is something called the Principle of Correspondence, what does that mean is what is inside us also outside us. So, everything out there is also in there (us). Many scholars refer to this hadith - ""Allah created man in His own image"" and also ""He who knows himself knows his Lord"". Some say, Hazrat Ali also said, the whole universe is also within us. You have several videos about Jannat in a metaphoric sense, it is within us as we feel like we are living in Jannah. If you think that way then everything in nature or every creation of Allah swt lives within us as an attribute. In other ways, all creations are used as metaphors for us to learn and apply. From this point of view “Iblees” and Jinn are also creations and at the same time, their attributes/characteristics exist within us. So that we can learn from those creations and follow the correct path. It is similar to learning from other animals. So, Iblees and Jinn within us do not mean they cannot be outside of us. If I follow the Principle of Correspondence then they (Iblees and Jinn) have to be outside of us in order for their attributes to existing in us. In another way, If Iblees and Jinn are not creations outside of us then we will not have those attributes with us. A human is the mirror of all creations of the universe. 2. You also mention there are Seven layers of understanding, then why everyone needs to agree with one person's understanding. Honestly, when I listened to your lectures I received many different understandings. For example, when you said “I am also an adam, and every generation has adam” then clearly tells me the description also includes the first Adam. I do not see any conflict considering that adam is - first human or Adam, the prophet Musa as an adam, the prophet Isa as an adam; the Prophet Muhammad sws as an adam and you or someone else as an adam in that context. So, these Ayats cover the story of Adam (first human) and also every generational adam for that context. So it proves Ayats of Al-Quran never expired. May Allah swt bless all of us and give us the understanding to get close to Him. Thanks"
yusufk	2021-09-20T14:40:16Z	Sorry, to continue my previous thread, you could have easily argued using Abrahamic locution that jinn and human are 2 different species but you chose to argue that they are one and the same
yusufk	2021-09-20T14:37:27Z	Salams Dr Hany, i have watched all your videos, they all make sense and i find them very interesting. However at times i feel you are using poetic licence. So whilst i am not disagreeing with your interpretation i think that you (as in you personally) could easily justify the existence of 2 species using the Abrahamic locution. So for instance the word counterpart zawj could be assumed to be a separate species of Jinn. Just my thoughts and i think it depends which angle you are coming from and depending on ones W you could justify anything
Jaiton Ghani	2021-09-20T13:47:49Z	Alhamdulillah Aamiin MaasyaAllah thanks Dr Hany now how can I go about sharing the divine messages to my loved ones…..have tried sharing previous segments but to no response meanwhile just kept on Duaa for them in shaa Allah looking forward to hear more from you…
Neehal Yazid	2021-09-20T13:22:08Z	Your content is very educational and interesting, my only critic is that in the beginning it takes too long to hear about ‘ how to take in this info’ I think people who are interested will already get it without this lengthy explanation in the beginning of each video.
S3v3N FR33	2021-09-20T13:17:39Z	So would you say we are journeying through the past to understand what we have accumulated because the suggestion of ppl being in Jahannam suggests judgement has been executed already which implies we are living in a different consciousness
S3v3N FR33	2021-09-20T13:14:13Z	A very unique look and I do appreciate you providing an academic dissecting of these labels this gives the reader a very different understanding. I value u addressing the concept of eve especially
ABC 999	2021-09-20T12:07:31Z	Another childhood story, do Angels reside on our shoulders and recording our deeds? We are fully confident of Allahh's SWT knowledge is eternal and perfect 💯💯💯
Shameem Kabir	2021-09-20T07:02:35Z	Dear Dr Hany! Assalamualaikum. The Ref of 18.52 looks got typo. It should be 18:82. Thanks. Kabir
Wan Aishah Wan hamid	2021-09-20T06:42:34Z	You have dropped a bomb Dr Hany! An earth shattering exposition…..MashaAllah! The little wait/Al Akhirah from you is superbly amazingly mind boggling and ugly! After the 4hrs long with pauses and staring into the blank asking God for purpose of this creation while rain drops from the sights……was exhausting while fighting the counterpart of course! Followed by a sleepless night…..trying to comprehend surah Jinn! If for those already striving on this path were shaken to the core……simply cannot imagine this to the world masses out there! MashaAllah. Getting this into the main stream feels like an impossible tasks Dr Hany……but Allah S.W.T’s Will will get done InshaAllah. Sooo soo grateful for this piece as it melts it all down to the very core. Also felt as if the life vein being snapped! How can we not be grateful to the delivery person who has toiled for so many years just to give it to us on a silver platter, ALHAMDULILLAH. May we all be able to join you in that segret abode of yours Dr Hany InshaAllah. Thank you soo so very much. Forever indebted. Wasalam
Eusz	2021-09-20T05:58:33Z	Nice... a little bit more the we will know who we really are..
Kazim Nasar	2021-09-20T05:55:25Z	The best of the videos from you!! I was extremely impressed with the knowledge. May Allah Bless you.
Hakman Tim	2021-09-20T05:43:39Z	This seems like a good video, I hope I can watch it when I have time.
MKZ	2021-09-20T05:01:38Z	What is your advice to someone who don't know about classical Arabic language? Do we have to learn first Arabic to go to coranic language? What is the first step for a rookie? Thank you very much Sir
Abdul Hamid	2021-09-20T03:54:26Z	Hellooo My dear brother Dr Hany you got honey in your heart may Allah Himself bless and help you in your wonderful work in helping our Muslims in understanding the Holy Quran as it should and must be understood.We Muslims pray to Allah that you and your family will have a good healthy and wealthy life and always do your good job with the help of Almighty Allah.Alhamduillah
Azman Shamsuddin	2021-09-20T03:13:54Z	Thank you very much Dr.Hany.❤️ Iblis, satan and jin are actually human beings.
ABC 999	2021-09-20T02:41:09Z	AlHamdulillah ‼ Thank you Dr. Hany for the Sakinah I'm receiving from You, well enjoying the fruits of Jannah Olives, Dates, Grapes Pomegranates and Figs that results from Al Aakirah, the delayed diligent interpretation. Finally we are what we feed our mind.....
Mustafa Eravsar	2021-09-20T00:33:23Z	Selam Dr Hany, Your concept and explanation I believe is logical with verses in the Quran that state: that God has given the Nafs its righteousness and wickedness and whoever purifies his/her Nafs is successful and God also says: We know what the Nafs whispers to him. To me this proves that the only logical explanation of Iblees is that we all have an allocated Iblees part of our Nafs that incites and influences our behaviour and reasoning, not only with the Quran but every day life, so we need to strive to purify and cleanse the brain fog so we can allow God to guide us to his way and not jump to conclusions, it’s a life long journey. Many Jinn (another creation) running around whispering into billions of people to misguide us was always a silly concept in my view. I always believed the struggle was with ones self. Thank you for this video it was a great help.
Carol Kirby	2021-09-20T00:30:53Z	Alhamdulillah What a relief !
Legacies	2021-09-19T23:44:53Z	Q: Before this segment, most of us thought iblees will live till the end of time! How about the angels? Does quran say how long they live? Are there some dead angels?
Legacies	2021-09-19T23:29:47Z	Question: why is it called Iblees? Does it have a meaning in Abrahamic locution such as Adam means to be selected, or Is-haka the one who was striked? Also, you have not defined the words min qablihim in one of those final ayats.
Bill Gates	2021-09-19T22:42:41Z	Becoz how wud prophet explain bacteria n virus 1400yrs ago to illiterate people. Match that description to the description of bacteria n virus now .
Bill Gates	2021-09-19T22:40:08Z	May Allah help u n bless u in ur efforts. I want to put up ...mayb u find it silly...plz forgive me if so... cud it be that jinns are bacteria and iblees is a virus who corrupts wen it infects either human body or bacterial body. Coz there r gud n bad humans n jinns. Those corrupted by virus r bad. If our spiritual immune system overpowers the virus we r gud ????
darth vader	2021-09-19T22:13:55Z	Absolutely mind blowing lecture, thanks dr hany.
KM nasir	2021-09-19T21:20:40Z	"Qun Faya Qun/Be And It Becomes. Plz Reflect; Allah Subhana Ta'ala created Adam when he blew Soul in the First Live Cell with the potential to become Adam, Ashraf Ul Makhlooqat. Al Baqar 2; 30,31. "" And remember when ur Lord said to the Angels; ' verily I'm going to create a Khalifa on earth......"" implies celestial time during which Adam was being created. How does it reconcile with "" Be and it becomes """
Legacies	2021-09-19T21:14:08Z	Please Dr. in the next segment when you talk about shaytan, can you also address sihr( 'witchcraft')? And how shaytan taught people Sihr
K A	2021-09-19T21:04:48Z	Wonderful!
Shabel Tv	2021-09-19T20:37:19Z	You misleading People jinn are the same family as iblis for you to misinterpret the surahs is wrong and is devilish in my opinion. Jinns are created from smokless fire and ibless from fire. They existed before us and They did misschiefs and corruptions now we can see them but They watching us You didnt mention that surah too People can be also devilish like you are doing now by misleading People Quran 6:112 And thus We have made for every prophet an enemy - devils from mankind and jinn, inspiring to one another decorative speech in delusion. But if your Lord had willed, they would not have done it, so leave them and that which they invent.
Ain Al	2021-09-19T20:15:38Z	"At 1:32:00 Q7 - shajarah - not tree but the group of argumentative deceivers. 2:35 & 4:1 - zawj as a counterpart within. The translation for ""shajarah"" commonly known so far always seemed incomplete to me. I wasn't sure about ""zawj"" as a spouse or mate or pair. However, both the explanation is a total paradigm shift for me. SubhanAllah, it makes so much more sense and has brought about a ton of relief. A time stamp for sections will be appreciated. This will help us in going back later to listen to specific sections again. Also, either a pdf that could be downloaded or a simple website where one could refer to the entire text in the presentation will be helpful. This will help us refresh our memory of the presentation and remember better when we browse through the text next time. Seems like the more the means, the more help we need....lol!"
Mohamed H	2021-09-19T20:06:34Z	In the light of this interpretation of aya 2:35 the following narration makes perfect sense: وعن عبد الله بن مسعود قال : قال رسول الله صلى الله عليه وسلم : ما منكم من أحدٍ إلا وقد وكِّل به قرينه من الجن ، قالوا : وإياك يا رسول الله ؟ قال : وإياي ، إلا أن الله أعانني عليه فأسلم فلا يأمرني إلا بخير . it seems the prophet pbuh is referring to the Aya because he know his jinn is defeated.
Amazing Amazigh	2021-09-19T19:45:17Z	"allot of good information and i learned allot,BUT i have one point i cant agree with, Djannah meaning concealed knowledge. Sometimes dear brother you talk as if the arabic language is an independant alien language, eventhough its a semetic language and is tied to other semetic language and the term Djannah is related to GAN in Canaanite/Hebrew/Assyrian and it means in all the other branches of the semetic family Garden, like in Djannati 3adn which is in hebrew Gan Adan. And even the semetic family is a branch of an older family which is the afro-asiatic languages from which is also my native language ""Tamazight""(ancient-Libic), in our language Gan or in its feminine form ""Ta-GAN-t"" means Forest/Jungle which is the most primitive forms and meaning of the word Djannah. so concealed and covered could be a descriptive poetic style to Forest/Jungle but even then why would we not take the apparant clear meaning ??"
Areal Juarge-Qattan	2021-09-19T19:05:10Z	Dr Atchan; fascinating work; would it please be possible to kindly place clickable tabs along the horizontal x time axis thereby sectioning and chaptering all your videos.Students can benefit from reference points and embedded bookmarks that where it corresponds to your titled sections and chapters; (would be greatly appreciated and beneficial) for following, noting and re-referencing different pars of these lectures. many thanks. salamat.
Ербол Ербол	2021-09-19T19:03:57Z	"Iblees was from the jinn or became one of the jinn. What does ""kaana"" mean, was or became? Forexample when it is said ""kaana min al-kafireen"" some translate ""he became one of the rejecters. Iblees was or became a jinn? I really did not understand from your lecture how Iblees being a representative of a jinn, who are corrupt human beings according to you, is not a human but a counterpart of adam? Or can it be that Iblees is a human and adam is his counterpart when he gets corrupted? Please can you explain?"
S O	2021-09-19T18:42:36Z	Aslm..I've learnt more about the Quran, through your segments and lectures, than Ive learnt in any no. of lectures throughout my years...Alhamdulilah...this ties in everything regarding what we go through in our day to day life..and gives us the power to choose.. Many Thanks😁Glory be to Allahh!☝🏼
Ain Al	2021-09-19T18:21:49Z	"At 17 min everything became clear when I learnt 'il-la' does not require what is before and after to be of the same genre. Excellent, so far I haven't come across anyone giving this explanation. From the rest of the ayat it is as clear as day light that iblees was not an Angel. To being with, using Quran corpus one could gather all the ayat relating to ibless and go over it multiple times. I think with most of us the only confusion was how the word ""except"" is applied in English vs how it is used in the Quran.... understanding locution is so critical to proper interpretation."
Ербол Ербол	2021-09-19T18:21:15Z	Interesting thing to note, there is a hadith saying that Iblees has established his throne over the water. It must be a metaphorical coded language?
Ербол Ербол	2021-09-19T18:03:27Z	"I'm not an arabic native speaker. I wonder if ""galaika lagna"" means a responsibility of curse upon you, how will be then in arabic ""you are cursed""? Lagannak Allah? Is it correct?"
Omar M Y	2021-09-19T17:39:06Z	Alhamdulillah, forever grateful.
canada man	2021-09-19T17:03:19Z	SIR COULD IT BE Qorin as our counterpart known as Nafs..?😇
gamester boys	2021-09-19T16:59:18Z	Alhamdhulillah Dr. Hany..... this lecture brought goose bumps to me... few months back I was contemplating on iblees and remembered a hadith which says - shaithan runs in the blood of the son of Adam...this made me realise that iblees must be a part of our nafs...to double clarify I wrote to a sheik I knew and he said he will get back to me. ...but he still dint... ...and voila I came across this lecture ..I'm a non Arab speaking person ...I don't know how I got to know this...and you confirmed what I realised. . alhamdhulillah is all what I have to say... May Allah bless u...
Zool Othman	2021-09-19T16:18:10Z	I actually came to this conclusion but of course without proper technical evidences. your work enlightened my beliefs.
Samshur Rahman	2021-09-19T16:17:14Z	Mind blowing Mr Dr Hany thanks
Zool Othman	2021-09-19T16:17:01Z	amazing work. very much needed in this age of rampant blind following. May Allah reward you for your works!
yusufk	2021-09-19T15:43:57Z	Salams Dr Hany. What about the references to Jinn re Sulaiman alaihissalam?
surge fx	2021-09-19T15:43:22Z	"MasyaAllahh.. Its all make sense now. Does ""purified spouse"" in Al-Baqarah 2:25 related to this presentation?"
Arif	2021-09-19T15:32:37Z	Mind-blowing and almost unacceptable if we insist on our own knowledge and perception. Now this make me wonder: 1. What is insaan/an-naas (human being as creature? Or something else in it?) 2. What is malaaikat actually?
Raja Azman Raja Awang	2021-09-19T15:16:35Z	When I was a kid, my naive mind wondered why the iblees who believe in the presence of god and his punishment are willing to take the final place in hell-fire rather than repenting for his faults (I never get satisfaction answer for the question). I used to feel sorry for the iblees when I was a kid (actually until now). I'm afraid to even think about the matter because the ulama's viewpoint was too strong. I'm still not sure which is the right one, but this one is more evidence-based.
Rosli Kamaruddin	2021-09-19T14:49:12Z	Salamunalaikum Dr Hany, kindly explain 6:112. Thank you.
Paulo Sousa	2021-09-19T14:46:11Z	Jinn isn’t the separate creature, separate from us? There is a jinn in every one of us? { وَأَنَّا لَا نَدْرِي أَشَرٌّ أُرِيدَ بِمَن فِي الْأَرْضِ أَمْ أَرَادَ بِهِمْ رَبُّهُمْ رَشَدًا } [الجن:10] رَبُّهُمْ ... و ليس ربنا إذا، رب الجن ليس هو نفسه رب الإنس كيف يكون ذلك ممكن، و منهم مسلمون ؟ { وَأَنَّا مِنَّا الْمُسْلِمُونَ وَمِنَّا الْقَٰسِطُونَ فَمَنْ أَسْلَمَ فَأُولَٰئِكَ تَحَرَّوْا رَشَدًا } [الجن:14]. كيف لمسلم من الجن أن يكون له رب مختلف عن رب المسلم المنتمي للإنس ؟ رَبُّهُمْ ... و ليس ربنا عندما تجد الإجابة على هذا السؤال البسيط ستكتشف بنفسك من هم فعلا الجن بالتوفيق
Effizan Aly	2021-09-19T14:44:58Z	Assalammualaikum Dr. How about sihr? Since we were taught or made to believe that sihr and jinns are intertwined.
Bismillah bangla tips	2021-09-19T14:34:13Z	For the new Viewers, The First part of the segment is very difficult but later it becomes easier to understand. so be patient.
Mansoor Nawaz	2021-09-19T14:21:50Z	Dr. Please arrange Urdu translation, I feeling loss, also previous
ياسفي Yasfi	2021-09-19T14:15:49Z	"Salamun alaikum. Thank you for the beautiful lecture, Dr. Only one part that bothering me.. 2:15:11 you said that the conversation between Allah and Iblees isn't real but theatrical.. Which means Allah lied to us (audzubillah audzubillah)? In surah Yusuf verse 111 Allah Azza wa' Jalla said: ""There was certainly in their stories a lesson for those of understanding. Never was the Qur’an a narration invented, but a confirmation of what was before it and a detailed explanation of all things and guidance and mercy for a people who believe."" Also in surah An Nisa 87 : ""Allah – there is no deity except Him. He will surely assemble you for the Day of Qiyamah, about which there is no doubt. And who is more truthful than Allah in statement."" Are we ready to open the ""hole"" that there is Qur'an's story which isn't real? Then how about other stories that Allah told us? Subhanallah.."
S. S.	2021-09-19T14:12:49Z	Salaamun alaikum Dr Hany. Al Hamdulillah! A beautiful and consistent interpretation of Iblees/Jinn that has answered some doubts and inconsistencies that I have been living with for years. May Allah bless you and protect you and help you to complete your Mission.
Stephanie Rumph	2021-09-19T13:50:57Z	T
Uzair Sserunkuuma	2021-09-19T13:15:25Z	i have finished listening to the lecture and comparing it with my life long conflicts and all i can say ALHAMUDULILLAH may Allah give me a peaceful sleep. Haha; Exorcism (Ruqya), Witchcraft. Thanks Dr. Hany may Allah benefit us with this knowledge.
taufiktajuddin47	2021-09-19T13:01:47Z	Alhamdulillah..., Dr Hany keeps delivering an outstanding presentation. Information you shared truly treasured among Muslim Ummah, Insha'Allah. Thank you inwhich insufficient nevertheless Thank You Dr Hany wa a'laykum salam.
nameless	2021-09-19T13:00:27Z	Our beloved I thank you on behalf of all the Muslims for delivering the turth as stated in the Quran. You are the mean connection to Allah.
Pregnant Mind	2021-09-19T12:59:02Z	Dr, so do you mean shaitan , shayateen and Jinnis are the same as humans?
Hawa Bah	2021-09-19T11:13:54Z	Asalam aleikum Dr. Hany , Welcome back
Dri Ven	2021-09-19T11:12:41Z	A human is molded slowly by culture, interaction, the people around us. I dont think most of us are truly adults before we hit the 40's. A psychopath is a psychopath from birth and little other than threats of severe violence will make them pretend to be socialized. You cannot, unlike with humans, speak to their 'better nature' because their nature is a hidden one that we cannot understand at all. What does complete lack of empathy and remorse feel like? Is it cold? Warm? Fuzzy? Humans can worship their ego/lowest desires and behave like a psychopath and even become cold to their own actions as Allah strengthens that persons disbelief but there is always a way out on offer. A psychopath can behave orderly and therefore can chose to follow the straight path, for whatever reasons they have. Which would make them 'guided' anyway, right?
Uzair Sserunkuuma	2021-09-19T11:02:13Z	thanks Dr. Hope your are well may Allah give you protection.
Adriana Bonita Aziz	2021-09-19T10:29:24Z	May Allah reward you with a good health , Dr Hany . Peace .
adrian ganteng	2021-09-19T10:06:24Z	now i wish everyday is Sunday😂....i need more appropriate times to follow your lecture dr.
Burhan Long	2021-09-19T09:45:34Z	i m here
moniruzzaman mohammad	2021-09-19T09:37:20Z	Yes sir, I am here to watch....
Learn Quran with Salman Ibn Qazi	2021-09-19T09:28:00Z	MashaaAllah
Rial Ashari	2021-09-19T09:27:48Z	Bismillah..🤲🏼
Isaam Rafee	2021-09-19T09:26:47Z	MashaaAllah... Assalamunalaikum Dr Hani
Bylola	2021-09-19T09:24:25Z	Yesss, i'm in the segment. good to see you again dr.hany.
